Ligand,RECRUITER_CODE,smiles_atom_index,smile_atom
QHQ,LR00207,13,O
QHQ,LR00207,14,O
QHQ,LR00207,15,C
QHQ,LR00207,16,C
QHQ,LR00207,17,C
QHQ,LR00207,18,C
QHQ,LR00207,19,C
QHQ,LR00207,20,N
QHQ,LR00207,21,N
QHQ,LR00207,22,C
QHQ,LR00207,23,C
QHQ,LR00207,24,C
QHQ,LR00207,25,O
QHQ,LR00207,26,O
QHQ,LR00207,27,C
QHQ,LR00207,28,C
QHQ,LR00207,29,C
QHQ,LR00207,30,C
QHQ,LR00207,31,C
QHQ,LR00207,32,C
QHT,LR00200,0,C
QHT,LR00200,1,C
QHT,LR00200,2,C
QHT,LR00200,3,C
QHT,LR00200,4,C
QHT,LR00200,5,C
QHT,LR00200,6,C
QHT,LR00200,7,C
QHT,LR00200,8,S
QHT,LR00200,9,O
QHT,LR00200,10,O
QHT,LR00200,11,N
QHT,LR00200,12,C
QHT,LR00200,13,C
QHT,LR00200,14,C
QHT,LR00200,15,C
QHT,LR00200,16,C
QHT,LR00200,17,N
QHT,LR00200,18,N
QHT,LR00200,19,C
QHT,LR00200,20,C
QHT,LR00200,21,C
QHT,LR00200,22,O
QHT,LR00200,23,O
QHT,LR00200,24,C
QHT,LR00200,25,C
QHT,LR00200,26,C
QHT,LR00200,27,C
QHT,LR00200,28,C
QHT,LR00200,29,C
QHT,LR00200,30,C
QHW,LR00204,0,C
QHW,LR00204,1,C
QHW,LR00204,2,C
QHW,LR00204,3,C
QHW,LR00204,4,C
QHW,LR00204,5,C
QHW,LR00204,6,C
QHW,LR00204,7,C
QHW,LR00204,8,S
QHW,LR00204,9,O
QHW,LR00204,10,O
QHW,LR00204,11,N
QHW,LR00204,12,C
QHW,LR00204,13,C
QHW,LR00204,14,O
QHW,LR00204,15,O
QHW,LR00204,16,C
QHW,LR00204,17,C
QHW,LR00204,18,C
QHW,LR00204,19,C
QHW,LR00204,20,C
QHW,LR00204,21,N
QHW,LR00204,22,N
QHW,LR00204,23,C
QHW,LR00204,24,C
QHW,LR00204,25,C
QHW,LR00204,26,O
QHW,LR00204,27,O
QHW,LR00204,28,C
QHW,LR00204,29,C
QHW,LR00204,30,C
QHW,LR00204,31,C
QHW,LR00204,32,C
QHW,LR00204,33,C
QHW,LR00204,34,C
QHZ,LR00208,0,C
QHZ,LR00208,1,O
QHZ,LR00208,2,C
QHZ,LR00208,3,C
QHZ,LR00208,4,C
QHZ,LR00208,5,C
QHZ,LR00208,6,C
QHZ,LR00208,7,S
QHZ,LR00208,8,O
QHZ,LR00208,9,O
QHZ,LR00208,10,N
QHZ,LR00208,11,C
QHZ,LR00208,12,C
QHZ,LR00208,13,O
QHZ,LR00208,14,O
QHZ,LR00208,15,C
QHZ,LR00208,16,C
QHZ,LR00208,17,C
QHZ,LR00208,18,C
QHZ,LR00208,19,C
QHZ,LR00208,20,N
QHZ,LR00208,21,N
QHZ,LR00208,22,C
QHZ,LR00208,23,C
QHZ,LR00208,24,C
QHZ,LR00208,25,O
QHZ,LR00208,26,O
QHZ,LR00208,27,C
QHZ,LR00208,28,C
QHZ,LR00208,29,C
QHZ,LR00208,30,C
QHZ,LR00208,31,C
QHZ,LR00208,32,C
QHZ,LR00208,33,C
QHZ,LR00208,34,C
QHZ,LR00208,35,C
QHZ,LR00208,36,C
QHZ,LR00208,37,C
QHZ,LR00208,38,C
QJ5,LR00202,0,C
QJ5,LR00202,1,C
QJ5,LR00202,2,C
QJ5,LR00202,3,C
QJ5,LR00202,4,C
QJ5,LR00202,5,C
QJ5,LR00202,6,C
QJ5,LR00202,7,S
QJ5,LR00202,8,O
QJ5,LR00202,9,O
QJ5,LR00202,10,N
QJ5,LR00202,11,C
QJ5,LR00202,12,C
QJ5,LR00202,13,C
QJ5,LR00202,14,C
QJ5,LR00202,15,C
QJ5,LR00202,16,N
QJ5,LR00202,17,N
QJ5,LR00202,18,C
QJ5,LR00202,19,C
QJ5,LR00202,20,C
QJ5,LR00202,21,O
QJ5,LR00202,22,O
QJ5,LR00202,23,C
QJ5,LR00202,24,C
QJ5,LR00202,25,C
QJ5,LR00202,26,C
QJ5,LR00202,27,C
QJ5,LR00202,28,C
QJ5,LR00202,29,C
REI,LR00539,0,O
REI,LR00539,1,C
REI,LR00539,2,Re
REI,LR00539,3,O
REI,LR00539,4,C
REI,LR00539,5,O
REI,LR00539,6,C
REI,LR00539,7,O
REI,LR00539,8,N
REI,LR00539,9,C
REI,LR00539,10,C
REI,LR00539,11,N
REI,LR00539,12,C
REI,LR00548,0,O
REI,LR00548,1,C
REI,LR00548,2,Re
REI,LR00548,3,O
REI,LR00548,4,C
REI,LR00548,5,O
REI,LR00548,6,C
REI,LR00548,7,O
REI,LR00548,8,N
REI,LR00548,9,C
REI,LR00548,10,C
REI,LR00548,11,N
REI,LR00548,12,C
RN9,LR00046,0,C
RN9,LR00046,1,C
RN9,LR00046,2,C
RN9,LR00046,3,C
RN9,LR00046,4,C
RN9,LR00046,5,N
RN9,LR00046,6,C
RN9,LR00046,7,O
RN9,LR00046,8,C
RN9,LR00046,9,C
RN9,LR00046,10,C
RN9,LR00046,11,C
RN9,LR00046,12,C
RN9,LR00046,13,C
RN9,LR00046,14,C
RN9,LR00046,15,N
RN9,LR00046,16,C
RN9,LR00046,17,C
RN9,LR00046,18,C
RN9,LR00046,19,O
RN9,LR00046,20,N
RN9,LR00046,21,C
RN9,LR00046,22,C
RN9,LR00046,23,C
RN9,LR00046,24,C
RN9,LR00046,25,O
RN9,LR00046,26,N
RN9,LR00046,27,C
RN9,LR00046,28,O
RN9,LR00046,29,C
RN9,LR00046,30,O
RN9,LR00046,31,C
RN9,LR00046,32,C
RN9,LR00046,33,C
RN9,LR00046,34,Cl
RN9,LR00096,0,C
RN9,LR00096,1,C
RN9,LR00096,2,C
RN9,LR00096,3,C
RN9,LR00096,4,C
RN9,LR00096,5,N
RN9,LR00096,6,C
RN9,LR00096,7,O
RN9,LR00096,8,C
RN9,LR00096,9,C
RN9,LR00096,10,C
RN9,LR00096,11,C
RN9,LR00096,12,C
RN9,LR00096,13,C
RN9,LR00096,14,C
RN9,LR00096,15,N
RN9,LR00096,16,C
RN9,LR00096,17,C
RN9,LR00096,18,C
RN9,LR00096,19,O
RN9,LR00096,20,N
RN9,LR00096,21,C
RN9,LR00096,22,C
RN9,LR00096,23,C
RN9,LR00096,24,C
RN9,LR00096,25,O
RN9,LR00096,26,N
RN9,LR00096,27,C
RN9,LR00096,28,O
RN9,LR00096,29,C
RN9,LR00096,30,O
RN9,LR00096,31,C
RN9,LR00096,32,C
RN9,LR00096,33,C
RN9,LR00096,34,Cl
RV4,LR00467,0,C
RV4,LR00467,1,C
RV4,LR00467,2,O
RV4,LR00467,3,N
RV4,LR00467,4,C
RV4,LR00467,5,C
RV4,LR00467,6,C
RV4,LR00467,7,C
RV4,LR00467,8,C
RV4,LR00467,9,N
RV4,LR00467,10,C
RV4,LR00467,11,C
RV4,LR00467,12,O
RV4,LR00467,13,C
RV4,LR00467,14,C
RV4,LR00467,15,C
RV4,LR00467,16,C
RWS,LR00464,0,C
RWS,LR00464,1,C
RWS,LR00464,2,N
RWS,LR00464,3,N
RWS,LR00464,4,C
RWS,LR00464,5,N
RWS,LR00464,6,C
RWS,LR00464,7,C
RWS,LR00464,8,C
RWS,LR00464,9,C
RWS,LR00464,10,C
RWS,LR00464,11,S
RXS,LR00423,0,C
RXS,LR00423,1,C
RXS,LR00423,2,N
RXS,LR00423,3,C
RXS,LR00423,4,C
RXS,LR00423,5,N
RXS,LR00423,6,C
RXS,LR00423,7,C
RXS,LR00423,8,C
RXS,LR00423,9,C
RXS,LR00423,10,C
RXS,LR00423,11,C
RXS,LR00423,12,C
RXS,LR00423,13,N
RXS,LR00423,14,C
RZJ,LR00424,0,C
RZJ,LR00424,1,N
RZJ,LR00424,2,C
RZJ,LR00424,3,C
RZJ,LR00424,4,C
RZJ,LR00424,5,C
RZJ,LR00424,6,C
RZJ,LR00424,7,C
RZJ,LR00424,8,C
RZJ,LR00424,9,S
RZJ,LR00424,10,N
RZJ,LR00424,11,O
RZJ,LR00424,12,O
RZJ,LR00424,13,C
RZJ,LR00424,14,C
RZJ,LR00425,0,C
RZJ,LR00425,1,N
RZJ,LR00425,2,C
RZJ,LR00425,3,C
RZJ,LR00425,4,C
RZJ,LR00425,5,C
RZJ,LR00425,6,C
RZJ,LR00425,7,C
RZJ,LR00425,8,C
RZJ,LR00425,9,S
RZJ,LR00425,10,N
RZJ,LR00425,11,O
RZJ,LR00425,12,O
RZJ,LR00425,13,C
RZJ,LR00425,14,C
S0V,LR00405,0,O
S0V,LR00405,1,C
S0V,LR00405,2,C
S0V,LR00405,3,C
S0V,LR00405,4,S
S0V,LR00405,5,N
S0V,LR00405,6,N
S0V,LR00405,7,N
S0V,LR00405,8,C
S0V,LR00405,9,C
S0V,LR00405,10,O
S0V,LR00405,11,C
S0V,LR00405,12,C
S0V,LR00406,0,O
S0V,LR00406,1,C
S0V,LR00406,2,C
S0V,LR00406,3,C
S0V,LR00406,4,S
S0V,LR00406,5,N
S0V,LR00406,6,N
S0V,LR00406,7,N
S0V,LR00406,8,C
S0V,LR00406,9,C
S0V,LR00406,10,O
S0V,LR00406,11,C
S0V,LR00406,12,C
S0W,LR00173,0,O
S0W,LR00173,1,C
S0W,LR00173,2,O
S0W,LR00173,3,C
S0W,LR00173,4,C
S0W,LR00173,5,C
S0W,LR00173,6,C
S0W,LR00173,7,C
S0W,LR00173,8,C
S0W,LR00173,9,Cl
S0W,LR00173,10,C
S0W,LR00173,11,C
S7G,LR00439,0,C
S7G,LR00439,1,C
S7G,LR00439,2,O
S7G,LR00439,3,N
S7G,LR00439,4,C
S7G,LR00439,5,C
S7G,LR00439,6,N
S7G,LR00439,7,C
S7G,LR00439,8,C
S7G,LR00439,9,C
S7G,LR00439,10,C
S7G,LR00439,11,C
S7G,LR00439,12,C
S7G,LR00439,13,C
S9S,LR00388,0,C
S9S,LR00388,1,S
S9S,LR00388,2,O
S9S,LR00388,3,O
S9S,LR00388,4,N
S9S,LR00388,5,C
S9S,LR00388,6,C
S9S,LR00388,7,C
S9S,LR00388,8,C
S9S,LR00388,9,C
S9S,LR00388,10,C
S9S,LR00388,11,F
S9S,LR00388,12,C
S9S,LR00388,13,C
SFY,LR00429,0,N
SFY,LR00429,1,C
SFY,LR00429,2,C
SFY,LR00429,3,C
SFY,LR00429,4,C
SFY,LR00429,5,S
SFY,LR00429,6,O
SFY,LR00429,7,O
SFY,LR00429,8,N
SFY,LR00429,9,C
SFY,LR00429,10,C
SFY,LR00429,11,C
SFY,LR00429,12,C
SFY,LR00429,13,C
SFY,LR00429,14,N
SFY,LR00429,15,C
SFY,LR00429,16,C
SGO,LR00231,0,C
SGO,LR00231,1,C
SGO,LR00231,2,C
SGO,LR00231,3,C
SGO,LR00231,4,C
SGO,LR00231,5,C
SGO,LR00231,6,C
SGO,LR00231,7,C
SGO,LR00231,8,O
SGO,LR00231,9,O
SGO,LR00231,10,N
SGO,LR00231,11,C
SGO,LR00231,12,O
SGO,LR00231,13,C
SGO,LR00231,14,C
SGO,LR00231,15,C
SGO,LR00231,16,C
SGO,LR00231,17,C
SGO,LR00231,18,C
SGO,LR00231,19,C
SGO,LR00231,20,C
SGO,LR00231,21,C
SGO,LR00231,22,C
SGO,LR00231,23,C
SGO,LR00231,24,C
SGO,LR00231,25,C
SIU,LR00232,0,C
SIU,LR00232,1,C
SIU,LR00232,2,C
SIU,LR00232,3,C
SIU,LR00232,4,C
SIU,LR00232,5,C
SIU,LR00232,6,N
SIU,LR00232,7,C
SIU,LR00232,8,O
SIU,LR00232,9,C
SIU,LR00232,10,C
SIU,LR00232,11,C
SIU,LR00232,12,C
SIU,LR00232,13,C
SIU,LR00232,14,C
SIU,LR00232,15,C
SIU,LR00232,16,C
SIU,LR00232,17,C
SIU,LR00232,18,C
SIU,LR00232,19,C
SIU,LR00232,20,C
SIU,LR00232,21,C
SIU,LR00232,22,C
SIU,LR00232,23,O
SIU,LR00232,24,O
SIU,LR00232,25,C
SIU,LR00232,26,C
SMK,LR00561,0,C
SMK,LR00561,1,C
SMK,LR00561,2,C
SMK,LR00561,3,N
SMK,LR00561,4,C
SMK,LR00561,5,O
SMK,LR00561,6,N
SMK,LR00561,7,C
SMK,LR00561,8,C
SMK,LR00561,9,O
SMK,LR00561,10,N
SMK,LR00561,11,C
SMK,LR00561,12,C
SMK,LR00561,13,C
SMK,LR00561,14,C
SMK,LR00561,15,C
SMK,LR00561,16,C
SMK,LR00561,17,N
SMK,LR00561,18,C
SMK,LR00561,19,C
SMK,LR00561,20,C
SMK,LR00561,21,C
SMK,LR00561,22,O
SMK,LR00561,23,N
SMK,LR00561,24,C
SMK,LR00561,25,C
SMK,LR00561,26,C
SMK,LR00561,27,C
SMK,LR00561,28,C
SMK,LR00561,29,C
SMK,LR00561,30,C
SMK,LR00561,31,C
SMK,LR00561,32,C
SMK,LR00561,33,C
SMK,LR00561,34,C
SMK,LR00561,35,C
SMK,LR00561,36,C
SMK,LR00591,0,C
SMK,LR00591,1,C
SMK,LR00591,2,C
SMK,LR00591,3,N
SMK,LR00591,4,C
SMK,LR00591,5,O
SMK,LR00591,6,N
SMK,LR00591,7,C
SMK,LR00591,8,C
SMK,LR00591,9,C
SMK,LR00591,10,C
SMK,LR00591,11,N
SMK,LR00591,12,C
SMK,LR00591,13,C
SMK,LR00591,14,C
SMK,LR00591,15,C
SMK,LR00591,16,C
SMK,LR00591,17,C
SMK,LR00591,18,C
SMK,LR00591,19,O
SMK,LR00591,20,N
SMK,LR00591,21,C
SMK,LR00591,22,C
SMK,LR00591,23,C
SMK,LR00591,24,C
SMK,LR00591,25,C
SMK,LR00591,26,C
SMK,LR00591,27,C
SMK,LR00591,28,C
SMK,LR00591,29,C
SMK,LR00591,30,C
SMK,LR00591,31,C
SMK,LR00591,32,C
SMK,LR00591,33,C
SMK,LR00591,34,N
SMK,LR00591,35,C
SMK,LR00591,36,O
SXJ,LR00160,0,C
SXJ,LR00160,1,C
SXJ,LR00160,2,C
SXJ,LR00160,3,C
SXJ,LR00160,4,C
SXJ,LR00160,5,C
SXJ,LR00160,6,C
SXJ,LR00160,7,O
SXJ,LR00160,8,O
SXJ,LR00160,9,C
SXJ,LR00160,10,C
SXJ,LR00160,11,C
SXJ,LR00160,12,C
SXJ,LR00160,13,C
SXJ,LR00160,14,C
SXJ,LR00160,15,O
SXJ,LR00160,16,C
SXJ,LR00160,17,C
SXJ,LR00160,18,C
SXJ,LR00160,19,C
SXJ,LR00160,20,C
SXJ,LR00160,21,C
SXJ,LR00160,22,C
SXJ,LR00160,23,N
SXJ,LR00160,24,C
SXJ,LR00160,25,O
SXJ,LR00160,26,C
SXJ,LR00160,27,C
SXJ,LR00160,28,C
SXJ,LR00160,29,C
SXJ,LR00160,30,C
SXJ,LR00160,31,C
SXJ,LR00160,32,C
SXJ,LR00160,33,C
SXJ,LR00160,34,C
SXJ,LR00160,35,C
T6I,LR00233,0,C
T6I,LR00233,1,C
T6I,LR00233,2,C
T6I,LR00233,3,C
T6I,LR00233,4,C
T6I,LR00233,5,C
T6I,LR00233,6,N
T6I,LR00233,7,C
T6I,LR00233,8,O
T6I,LR00233,9,C
T6I,LR00233,10,F
T6I,LR00233,11,C
T6I,LR00233,12,C
T6I,LR00233,13,C
T6I,LR00233,14,C
T6I,LR00233,15,C
T6I,LR00233,16,C
T6I,LR00233,17,C
T6I,LR00233,18,C
T6I,LR00233,19,C
T6I,LR00233,20,C
T6I,LR00233,21,C
T6I,LR00233,22,C
T6I,LR00233,23,C
T6I,LR00233,24,O
T6I,LR00233,25,O
T6I,LR00233,26,C
T6I,LR00233,27,C
T6J,LR00435,0,C
T6J,LR00435,1,S
T6J,LR00435,2,O
T6J,LR00435,3,O
T6J,LR00435,4,C
T6J,LR00435,5,C
T6J,LR00435,6,N
T6J,LR00435,7,C
T6J,LR00435,8,C
T6J,LR00435,9,C
T6J,LR00435,10,C
T6J,LR00435,11,C
T6J,LR00435,12,C
T6J,LR00435,13,N
T9Q,LR00455,0,C
T9Q,LR00455,1,O
T9Q,LR00455,2,C
T9Q,LR00455,3,C
T9Q,LR00455,4,O
T9Q,LR00455,5,N
T9Q,LR00455,6,C
T9Q,LR00455,7,C
T9Q,LR00455,8,C
T9Q,LR00455,9,C
T9Q,LR00455,10,C
T9Q,LR00455,11,C
T9Q,LR00455,12,C
TG0,LR00501,0,C
TG0,LR00501,1,C
TG0,LR00501,2,N
TG0,LR00501,3,C
TG0,LR00501,4,S
TG0,LR00501,5,C
TG0,LR00501,6,C
TG0,LR00501,7,C
TG0,LR00501,8,C
TG0,LR00501,9,C
TG0,LR00501,10,C
TG0,LR00501,11,N
TG0,LR00501,12,C
TG0,LR00501,13,O
TG0,LR00501,14,C
TG0,LR00501,15,C
TG0,LR00501,16,C
TG0,LR00501,17,O
TG0,LR00501,18,C
TG0,LR00501,19,N
TG0,LR00501,20,C
TG0,LR00501,21,O
TG0,LR00501,22,C
TG0,LR00501,23,C
TG0,LR00501,24,C
TG0,LR00501,25,C
TG0,LR00501,26,C
TG0,LR00501,27,N
TG0,LR00501,28,C
TG0,LR00501,29,C
TG0,LR00501,30,C
TG0,LR00501,31,C
TJ2,LR00271,0,C
TJ2,LR00271,1,C
TJ2,LR00271,2,C
TJ2,LR00271,3,C
TJ2,LR00271,4,N
TJ2,LR00271,5,C
TJ2,LR00271,6,O
TJ2,LR00271,7,C
TJ2,LR00271,8,C
TJ2,LR00271,9,C
TJ2,LR00271,10,C
TJ2,LR00271,11,C
TJ2,LR00271,12,C
TJ2,LR00271,13,Cl
TJ2,LR00271,14,C
TJ2,LR00271,15,C
TJ2,LR00271,16,N
TJ2,LR00271,17,C
TJ2,LR00271,18,C
TJ2,LR00271,19,O
TJ2,LR00271,20,O
TJ2,LR00271,21,N
TJ2,LR00271,22,C
TJ2,LR00271,23,O
TJ2,LR00271,24,C
TJ2,LR00271,25,C
TJ2,LR00271,26,C
TJ2,LR00271,27,C
TJ2,LR00271,28,C
TJ2,LR00271,29,Cl
TJ2,LR00271,30,C
TJ2,LR00271,31,C
TR0,LR00496,0,C
TR0,LR00496,1,C
TR0,LR00496,2,C
TR0,LR00496,3,C
TR0,LR00496,4,C
TR0,LR00496,5,C
TR0,LR00496,6,O
TR0,LR00496,7,N
TR0,LR00496,8,C
TR0,LR00496,9,C
TR0,LR00496,10,O
TR0,LR00496,11,C
TR0,LR00496,12,C
TR0,LR00496,13,C
TR0,LR00496,14,O
TR0,LR00496,15,N
TR0,LR00496,16,C
TR0,LR00496,17,C
TR0,LR00496,18,C
TR0,LR00496,19,C
TR0,LR00496,20,C
TR0,LR00496,21,C
TR0,LR00496,22,C
TR0,LR00496,23,C
TR0,LR00496,24,C
TR0,LR00496,25,C
TR0,LR00496,26,C
TR0,LR00496,27,C
TR0,LR00496,28,C
TR0,LR00496,29,O
TR0,LR00496,30,N
TU6,LR00395,0,C
TU6,LR00395,1,C
TU6,LR00395,2,C
TU6,LR00395,3,C
TU6,LR00395,4,N
TU6,LR00395,5,C
TU6,LR00395,6,C
TU6,LR00395,7,C
TU6,LR00395,8,C
TU6,LR00395,9,C
TU6,LR00395,10,N
TU6,LR00395,11,C
TU6,LR00395,12,C
TU6,LR00395,13,O
TU6,LR00395,14,N
TUW,LR00355,0,C
TUW,LR00355,1,C
TUW,LR00355,2,C
TUW,LR00355,3,O
TUW,LR00355,4,C
TUW,LR00355,5,C
TUW,LR00355,6,C
TUW,LR00355,7,F
TUW,LR00355,8,C
TUW,LR00355,9,C
TUW,LR00355,10,C
TUW,LR00355,11,C
TUW,LR00355,12,O
TUW,LR00355,13,N
TUW,LR00355,14,C
TUW,LR00355,15,C
TUW,LR00355,16,C
TUW,LR00355,17,C
TUW,LR00355,18,C
TUW,LR00355,19,C
TUW,LR00355,20,N
TUW,LR00355,21,C
TUW,LR00355,22,N
TUW,LR00355,23,C
TUW,LR00355,24,O
TUW,LR00355,25,C
TUW,LR00355,26,C
TUW,LR00355,27,C
TUW,LR00355,28,O
TUW,LR00355,29,C
TUW,LR00355,30,C
TUW,LR00355,31,C
TUW,LR00355,32,C
TUW,LR00355,33,C
TUW,LR00355,34,C
TUW,LR00355,35,Cl
TUW,LR00355,36,C
TUW,LR00355,37,C
TUZ,LR00353,0,C
TUZ,LR00353,1,C
TUZ,LR00353,2,C
TUZ,LR00353,3,O
TUZ,LR00353,4,C
TUZ,LR00353,5,C
TUZ,LR00353,6,C
TUZ,LR00353,7,F
TUZ,LR00353,8,C
TUZ,LR00353,9,C
TUZ,LR00353,10,C
TUZ,LR00353,11,C
TUZ,LR00353,12,O
TUZ,LR00353,13,N
TUZ,LR00353,14,C
TUZ,LR00353,15,C
TUZ,LR00353,16,C
TUZ,LR00353,17,C
TUZ,LR00353,18,C
TUZ,LR00353,19,Cl
TUZ,LR00353,20,C
TUZ,LR00353,21,N
TUZ,LR00353,22,C
TUZ,LR00353,23,O
TUZ,LR00353,24,C
TUZ,LR00353,25,C
TUZ,LR00353,26,C
TUZ,LR00353,27,N
TUZ,LR00353,28,O
TUZ,LR00353,29,C
TUZ,LR00353,30,C
TUZ,LR00353,31,C
TUZ,LR00353,32,C
TUZ,LR00353,33,C
TUZ,LR00353,34,C
TUZ,LR00353,35,Cl
TUZ,LR00353,36,C
TUZ,LR00353,37,C
TV5,LR00354,0,C
TV5,LR00354,1,C
TV5,LR00354,2,C
TV5,LR00354,3,O
TV5,LR00354,4,C
TV5,LR00354,5,C
TV5,LR00354,6,C
TV5,LR00354,7,F
TV5,LR00354,8,C
TV5,LR00354,9,C
TV5,LR00354,10,C
TV5,LR00354,11,C
TV5,LR00354,12,O
TV5,LR00354,13,N
TV5,LR00354,14,C
TV5,LR00354,15,C
TV5,LR00354,16,C
TV5,LR00354,17,C
TV5,LR00354,18,C
TV5,LR00354,19,Cl
TV5,LR00354,20,C
TV5,LR00354,21,N
TV5,LR00354,22,C
TV5,LR00354,23,O
TV5,LR00354,24,C
TV5,LR00354,25,C
TV5,LR00354,26,O
TV5,LR00354,27,C
TV5,LR00354,28,C
TV5,LR00354,29,C
TV5,LR00354,30,C
TV5,LR00354,31,C
TV5,LR00354,32,C
TV5,LR00354,33,Cl
TV5,LR00354,34,C
TV5,LR00354,35,C
TV9,LR00456,0,C
TV9,LR00456,1,C
TV9,LR00456,2,N
TV9,LR00456,3,C
TV9,LR00456,4,O
TV9,LR00456,5,C
TV9,LR00456,6,C
TV9,LR00456,7,C
TV9,LR00456,8,C
TV9,LR00456,9,C
TV9,LR00456,10,C
TV9,LR00456,11,C
TV9,LR00456,12,N
TV9,LR00456,13,C
TVH,LR00356,0,O
TVH,LR00356,1,N
TVH,LR00356,2,O
TVH,LR00356,3,C
TVH,LR00356,4,C
TVH,LR00356,5,C
TVH,LR00356,6,C
TVH,LR00356,7,C
TVH,LR00356,8,N
TVH,LR00356,9,C
TVH,LR00356,10,O
TVH,LR00356,11,C
TVH,LR00356,12,C
TVH,LR00356,13,C
TVH,LR00356,14,C
TVH,LR00356,15,C
TVH,LR00356,16,Cl
TVH,LR00356,17,C
TVH,LR00356,18,C
TVH,LR00356,19,O
TVH,LR00356,20,C
TVH,LR00356,21,C
TVH,LR00356,22,C
TVH,LR00356,23,O
TVH,LR00356,24,C
TVH,LR00356,25,C
TVH,LR00356,26,C
TVH,LR00356,27,C
TVH,LR00356,28,C
TVH,LR00356,29,C
TVH,LR00356,30,Cl
TVH,LR00356,31,C
TVH,LR00356,32,C
TVH,LR00356,33,C
TVH,LR00356,34,C
TVK,LR00357,0,C
TVK,LR00357,1,C
TVK,LR00357,2,C
TVK,LR00357,3,O
TVK,LR00357,4,C
TVK,LR00357,5,C
TVK,LR00357,6,C
TVK,LR00357,7,F
TVK,LR00357,8,C
TVK,LR00357,9,C
TVK,LR00357,10,C
TVK,LR00357,11,C
TVK,LR00357,12,O
TVK,LR00357,13,N
TVK,LR00357,14,C
TVK,LR00357,15,C
TVK,LR00357,16,C
TVK,LR00357,17,C
TVK,LR00357,18,C
TVK,LR00357,19,Cl
TVK,LR00357,20,C
TVK,LR00357,21,N
TVK,LR00357,22,C
TVK,LR00357,23,O
TVK,LR00357,24,C
TVK,LR00357,25,C
TVK,LR00357,26,C
TVK,LR00357,27,O
TVK,LR00357,28,C
TVK,LR00357,29,C
TVK,LR00357,30,C
TVK,LR00357,31,C
TVK,LR00357,32,C
TVK,LR00357,33,C
TVK,LR00357,34,Cl
TVK,LR00357,35,C
TVK,LR00357,36,C
TX6,LR00171,0,C
TX6,LR00171,1,O
TX6,LR00171,2,C
TX6,LR00171,3,N
TX6,LR00171,4,C
TX6,LR00171,5,C
TX6,LR00171,6,N
TX6,LR00171,7,C
TX6,LR00171,8,C
TX6,LR00171,9,C
TX6,LR00171,10,C
TX6,LR00171,11,C
TX6,LR00171,12,C
TX6,LR00171,13,C
TX6,LR00171,14,C
TX6,LR00171,15,O
TX6,LR00171,16,C
TX6,LR00171,17,C
TX6,LR00171,18,N
TX6,LR00171,19,C
TX6,LR00171,20,C
TX6,LR00171,21,C
U0S,LR00390,0,C
U0S,LR00390,1,C
U0S,LR00390,2,N
U0S,LR00390,3,C
U0S,LR00390,4,N
U0S,LR00390,5,C
U0S,LR00390,6,C
U0S,LR00390,7,C
U0S,LR00390,8,C
U0S,LR00390,9,C
U0S,LR00390,10,O
U0S,LR00390,11,C
U0S,LR00390,12,C
U0S,LR00390,13,C
U0S,LR00390,14,N
U2R,LR00438,0,O
U2R,LR00438,1,C
U2R,LR00438,2,O
U2R,LR00438,3,C
U2R,LR00438,4,O
U2R,LR00438,5,C
U2R,LR00438,6,C
U2R,LR00438,7,C
U2R,LR00438,8,C
U2R,LR00438,9,F
U2R,LR00438,10,C
U2R,LR00438,11,C
U3I,LR00084,0,C
U3I,LR00084,1,C
U3I,LR00084,2,N
U3I,LR00084,3,C
U3I,LR00084,4,C
U3I,LR00084,5,C
U3I,LR00084,6,C
U3I,LR00084,7,C
U3I,LR00084,8,C
U3I,LR00084,9,C
U3I,LR00084,10,O
U3I,LR00084,11,C
U3I,LR00084,12,C
U3I,LR00084,13,C
U3I,LR00084,14,C
U3I,LR00084,15,C
U3I,LR00084,16,C
U3I,LR00084,17,C
U3I,LR00084,18,N
U3I,LR00084,19,C
U3I,LR00084,20,C
U3I,LR00084,21,C
U3I,LR00084,22,C
U3I,LR00084,23,O
U3I,LR00084,24,N
U3I,LR00084,25,C
U3I,LR00084,26,O
U3I,LR00084,27,C
U3I,LR00084,28,O
U3Z,LR00358,0,C
U3Z,LR00358,1,C
U3Z,LR00358,2,C
U3Z,LR00358,3,C
U3Z,LR00358,4,C
U3Z,LR00358,5,C
U3Z,LR00358,6,C
U3Z,LR00358,7,N
U3Z,LR00358,8,C
U3Z,LR00358,9,O
U3Z,LR00358,10,C
U3Z,LR00358,11,C
U3Z,LR00358,12,C
U3Z,LR00358,13,C
U3Z,LR00358,14,C
U3Z,LR00358,15,C
U3Z,LR00358,16,O
U3Z,LR00358,17,C
U3Z,LR00358,18,C
U3Z,LR00358,19,C
U3Z,LR00358,20,C
U3Z,LR00358,21,O
U3Z,LR00358,22,C
U3Z,LR00358,23,C
U3Z,LR00358,24,C
U3Z,LR00358,25,O
U3Z,LR00358,26,C
U3Z,LR00358,27,C
U3Z,LR00358,28,C
U3Z,LR00358,29,C
U3Z,LR00358,30,C
U3Z,LR00358,31,C
U3Z,LR00358,32,Cl
U3Z,LR00358,33,C
U3Z,LR00358,34,C
U3Z,LR00358,35,C
U3Z,LR00358,36,C
UCK,LR00500,0,O
UCK,LR00500,1,C
UCK,LR00500,2,N
