Ligand,RECRUITER_CODE,smiles_atom_index,smile_atom
A53,LR00105,19,C
A53,LR00105,20,C
A53,LR00105,21,C
A53,LR00105,22,C
A53,LR00105,23,C
A53,LR00105,24,C
A53,LR00105,25,O
A54,LR00110,0,O
A54,LR00110,1,C
A54,LR00110,2,C
A54,LR00110,3,C
A54,LR00110,4,C
A54,LR00110,5,N
A54,LR00110,6,C
A54,LR00110,7,C
A54,LR00110,8,C
A54,LR00110,9,C
A54,LR00110,10,C
A54,LR00110,11,O
A54,LR00110,12,C
A54,LR00110,13,C
A54,LR00110,14,N
A54,LR00110,15,C
A54,LR00110,16,C
A54,LR00110,17,C
A54,LR00110,18,C
A54,LR00110,19,C
A54,LR00110,20,C
A54,LR00110,21,C
A54,LR00110,22,C
A54,LR00110,23,C
A54,LR00110,24,C
A54,LR00110,25,C
A54,LR00110,26,C
A54,LR00110,27,C
A54,LR00110,28,O
A54,LR00110,29,C
A54,LR00110,30,O
A54,LR00110,31,N
A55,LR00104,0,O
A55,LR00104,1,C
A55,LR00104,2,C
A55,LR00104,3,C
A55,LR00104,4,C
A55,LR00104,5,N
A55,LR00104,6,C
A55,LR00104,7,C
A55,LR00104,8,C
A55,LR00104,9,C
A55,LR00104,10,C
A55,LR00104,11,C
A55,LR00104,12,C
A55,LR00104,13,C
A55,LR00104,14,N
A55,LR00104,15,C
A55,LR00104,16,C
A55,LR00104,17,C
A55,LR00104,18,C
A55,LR00104,19,C
A55,LR00104,20,C
A55,LR00104,21,C
A55,LR00104,22,N
A55,LR00104,23,C
A55,LR00104,24,N
A55,LR00104,25,C
A55,LR00104,26,C
A55,LR00104,27,C
A55,LR00104,28,C
A55,LR00104,29,O
A55,LR00104,30,C
A55,LR00104,31,O
A55,LR00104,32,N
A56,LR00107,0,C
A56,LR00107,1,N
A56,LR00107,2,C
A56,LR00107,3,C
A56,LR00107,4,C
A56,LR00107,5,C
A56,LR00107,6,N
A56,LR00107,7,C
A56,LR00107,8,C
A56,LR00107,9,C
A56,LR00107,10,C
A56,LR00107,11,C
A56,LR00107,12,C
A56,LR00107,13,C
A56,LR00107,14,C
A56,LR00107,15,N
A56,LR00107,16,C
A56,LR00107,17,C
A56,LR00107,18,C
A56,LR00107,19,C
A56,LR00107,20,O
A56,LR00107,21,N
A56,LR00107,22,C
A56,LR00107,23,O
A56,LR00107,24,C
A56,LR00107,25,O
A56,LR00107,26,C
A56,LR00107,27,C
A56,LR00107,28,C
A56,LR00107,29,N
A56,LR00107,30,C
A56,LR00107,31,C
A56,LR00107,32,C
A56,LR00107,33,C
A57,LR00108,0,O
A57,LR00108,1,C
A57,LR00108,2,C
A57,LR00108,3,C
A57,LR00108,4,C
A57,LR00108,5,N
A57,LR00108,6,C
A57,LR00108,7,C
A57,LR00108,8,C
A57,LR00108,9,C
A57,LR00108,10,C
A57,LR00108,11,C
A57,LR00108,12,C
A57,LR00108,13,C
A57,LR00108,14,N
A57,LR00108,15,C
A57,LR00108,16,C
A57,LR00108,17,C
A57,LR00108,18,C
A57,LR00108,19,C
A57,LR00108,20,C
A57,LR00108,21,C
A57,LR00108,22,N
A57,LR00108,23,C
A57,LR00108,24,C
A57,LR00108,25,O
A57,LR00108,26,C
A57,LR00108,27,C
A57,LR00108,28,N
A57,LR00108,29,C
A57,LR00108,30,C
A57,LR00108,31,C
A57,LR00108,32,C
A57,LR00108,33,O
A57,LR00108,34,C
A57,LR00108,35,O
A57,LR00108,36,N
A58,LR00140,0,C
A58,LR00140,1,C
A58,LR00140,2,N
A58,LR00140,3,C
A58,LR00140,4,O
A58,LR00140,5,C
A58,LR00140,6,C
A58,LR00140,7,C
A58,LR00140,8,N
A58,LR00140,9,C
A58,LR00140,10,C
A58,LR00140,11,C
A58,LR00140,12,O
A58,LR00140,13,N
A58,LR00140,14,C
A58,LR00140,15,C
A58,LR00140,16,C
A58,LR00140,17,N
A58,LR00140,18,O
A58,LR00140,19,C
A58,LR00140,20,C
A58,LR00140,21,C
A58,LR00140,22,C
A58,LR00140,23,F
A58,LR00140,24,C
A58,LR00140,25,Cl
A58,LR00140,26,C
A58,LR00140,27,C
A58,LR00140,28,C
A58,LR00140,29,C
A58,LR00140,30,C
A58,LR00140,31,C
A58,LR00140,32,Cl
A58,LR00140,33,C
A58,LR00140,34,C
A58,LR00140,35,F
A59,LR00141,0,N
A59,LR00141,1,C
A59,LR00141,2,O
A59,LR00141,3,C
A59,LR00141,4,C
A59,LR00141,5,N
A59,LR00141,6,C
A59,LR00141,7,O
A59,LR00141,8,C
A59,LR00141,9,C
A59,LR00141,10,N
A59,LR00141,11,C
A59,LR00141,12,C
A59,LR00141,13,C
A59,LR00141,14,N
A59,LR00141,15,N
A59,LR00141,16,C
A59,LR00141,17,C
A59,LR00141,18,N
A59,LR00141,19,C
A59,LR00141,20,C
A59,LR00141,21,O
A59,LR00141,22,C
A59,LR00141,23,C
A59,LR00141,24,C
A59,LR00141,25,C
A59,LR00141,26,C
A59,LR00141,27,C
A59,LR00141,28,C
A59,LR00141,29,C
A59,LR00141,30,Cl
A59,LR00141,31,C
A59,LR00141,32,C
A59,LR00141,33,F
A59,LR00141,34,C
A59,LR00141,35,C
A59,LR00141,36,C
A59,LR00141,37,C
A59,LR00141,38,F
A59,LR00141,39,C
A59,LR00141,40,Cl
A59,LR00141,41,C
A60,LR00109,0,C
A60,LR00109,1,N
A60,LR00109,2,N
A60,LR00109,3,C
A60,LR00109,4,C
A60,LR00109,5,C
A60,LR00109,6,C
A60,LR00109,7,C
A60,LR00109,8,O
A60,LR00109,9,N
A60,LR00109,10,C
A60,LR00109,11,O
A60,LR00109,12,C
A60,LR00109,13,C
A60,LR00109,14,C
A60,LR00109,15,C
A60,LR00109,16,N
A60,LR00109,17,C
A60,LR00109,18,C
A60,LR00109,19,C
A60,LR00109,20,N
A60,LR00109,21,C
A60,LR00109,22,C
A60,LR00109,23,N
A60,LR00109,24,C
A60,LR00109,25,C
A60,LR00109,26,Cl
A60,LR00109,27,C
A60,LR00109,28,N
A60,LR00109,29,C
A60,LR00109,30,C
A60,LR00109,31,C
A60,LR00109,32,C
A60,LR00109,33,C
A60,LR00109,34,C
A60,LR00109,35,N
A60,LR00109,36,C
A60,LR00109,37,C
A60,LR00109,38,C
A60,LR00109,39,C
A60,LR00109,40,C
A60,LR00109,41,O
A60,LR00109,42,C
A60,LR00109,43,O
A60,LR00109,44,N
A60,LR00109,45,C
A60,LR00109,46,N
A60,LR00109,47,C
A60,LR00109,48,C
A60,LR00109,49,C
A60,LR00109,50,C
A61,LR00487,0,C
A61,LR00487,1,C
A61,LR00487,2,N
A61,LR00487,3,N
A61,LR00487,4,C
A61,LR00487,5,C
A61,LR00487,6,C
A61,LR00487,7,O
A61,LR00487,8,N
A61,LR00487,9,C
A61,LR00487,10,C
A61,LR00487,11,C
A61,LR00487,12,C
A61,LR00487,13,C
A61,LR00487,14,C
A61,LR00487,15,C
A61,LR00487,16,C
A61,LR00487,17,C
A61,LR00487,18,C
A61,LR00487,19,F
A61,LR00487,20,F
A61,LR00487,21,F
A61,LR00487,22,C
A61,LR00487,23,C
A61,LR00487,24,C
A61,LR00487,25,C
A61,LR00487,26,C
A61,LR00487,27,C
A61,LR00487,28,C
A61,LR00487,29,C
A61,LR00487,30,C
A65,LR00075,0,C
A65,LR00075,1,O
A65,LR00075,2,C
A65,LR00075,3,C
A65,LR00075,4,C
A65,LR00075,5,C
A65,LR00075,6,C
A65,LR00075,7,C
A65,LR00075,8,C
A65,LR00075,9,C
A65,LR00075,10,C
A65,LR00075,11,C
A65,LR00075,12,C
A65,LR00075,13,C
A65,LR00075,14,O
A65,LR00075,15,N
A65,LR00075,16,C
A65,LR00075,17,O
A65,LR00075,18,O
A65,LR00075,19,N
A66,LR00072,0,O
A66,LR00072,1,C
A66,LR00072,2,C
A66,LR00072,3,C
A66,LR00072,4,C
A66,LR00072,5,C
A66,LR00072,6,C
A66,LR00072,7,C
A66,LR00072,8,C
A66,LR00072,9,C
A66,LR00072,10,C
A66,LR00072,11,C
A66,LR00072,12,C
A66,LR00072,13,Cl
A66,LR00072,14,N
A66,LR00072,15,O
A66,LR00072,16,C
A66,LR00072,17,O
A66,LR00072,18,N
A67,LR00074,0,O
A67,LR00074,1,C
A67,LR00074,2,N
A67,LR00074,3,C
A67,LR00074,4,O
A67,LR00074,5,C
A67,LR00074,6,C
A67,LR00074,7,C
A67,LR00074,8,C
A67,LR00074,9,C
A67,LR00074,10,C
A67,LR00074,11,C
A67,LR00074,12,C
A67,LR00074,13,C
A67,LR00074,14,C
A67,LR00074,15,C
A67,LR00074,16,N
A67,LR00074,17,O
A67,LR00074,18,O
A67,LR00074,19,N
A67,LR00074,20,O
A68,LR00076,0,C
A68,LR00076,1,O
A68,LR00076,2,C
A68,LR00076,3,C
A68,LR00076,4,C
A68,LR00076,5,C
A68,LR00076,6,C
A68,LR00076,7,C
A68,LR00076,8,C
A68,LR00076,9,C
A68,LR00076,10,C
A68,LR00076,11,C
A68,LR00076,12,O
A68,LR00076,13,N
A68,LR00076,14,C
A68,LR00076,15,O
A68,LR00076,16,O
A68,LR00076,17,N
A68,LR00076,18,C
A68,LR00076,19,O
A68,LR00076,20,C
A68,LR00076,21,C
A68,LR00076,22,O
A68,LR00076,23,C
A69,LR00238,0,C
A69,LR00238,1,C
A69,LR00238,2,C
A69,LR00238,3,O
A69,LR00238,4,N
A69,LR00238,5,C
A69,LR00238,6,C
A69,LR00238,7,C
A69,LR00238,8,N
A69,LR00238,9,C
A69,LR00238,10,S
A69,LR00238,11,C
A69,LR00238,12,N
A69,LR00238,13,C
A69,LR00238,14,S
A69,LR00238,15,O
A69,LR00238,16,O
A69,LR00238,17,C
A69,LR00238,18,C
A69,LR00238,19,C
A69,LR00238,20,C
A69,LR00238,21,C
A69,LR00238,22,C
A69,LR00238,23,C
A69,LR00238,24,N
A70,LR00237,0,C
A70,LR00237,1,C
A70,LR00237,2,C
A70,LR00237,3,O
A70,LR00237,4,N
A70,LR00237,5,C
A70,LR00237,6,C
A70,LR00237,7,C
A70,LR00237,8,N
A70,LR00237,9,C
A70,LR00237,10,S
A70,LR00237,11,C
A70,LR00237,12,N
A70,LR00237,13,C
A70,LR00237,14,S
A70,LR00237,15,O
A70,LR00237,16,O
A70,LR00237,17,C
A70,LR00237,18,C
A70,LR00237,19,C
A70,LR00237,20,C
A70,LR00237,21,C
A70,LR00237,22,C
A70,LR00237,23,Cl
A71,LR00149,0,C
A71,LR00149,1,C
A71,LR00149,2,C
A71,LR00149,3,C
A71,LR00149,4,S
A71,LR00149,5,O
A71,LR00149,6,O
A71,LR00149,7,N
A71,LR00149,8,C
A71,LR00149,9,C
A71,LR00149,10,C
A71,LR00149,11,C
A71,LR00149,12,Cl
A71,LR00149,13,C
A71,LR00149,14,C
A71,LR00149,15,Cl
A71,LR00149,16,C
A71,LR00149,17,N
A71,LR00149,18,C
A71,LR00149,19,O
A71,LR00149,20,C
A71,LR00149,21,C
A71,LR00149,22,O
A71,LR00149,23,N
A71,LR00149,24,C
A71,LR00149,25,C
A72,LR00150,0,C
A72,LR00150,1,N
A72,LR00150,2,C
A72,LR00150,3,O
A72,LR00150,4,C
A72,LR00150,5,C
A72,LR00150,6,C
A72,LR00150,7,N
A72,LR00150,8,C
A72,LR00150,9,O
A72,LR00150,10,C
A72,LR00150,11,O
A72,LR00150,12,C
A72,LR00150,13,S
A72,LR00150,14,O
A72,LR00150,15,O
A72,LR00150,16,N
A72,LR00150,17,C
A72,LR00150,18,C
A72,LR00150,19,C
A72,LR00150,20,C
A72,LR00150,21,Cl
A72,LR00150,22,C
A72,LR00150,23,C
A72,LR00150,24,Cl
A72,LR00150,25,C
A72,LR00150,26,N
A72,LR00150,27,C
A72,LR00150,28,C
A72,LR00150,29,C
A72,LR00150,30,C
A72,LR00150,31,C
A72,LR00150,32,C
A73,LR00239,0,C
A73,LR00239,1,O
A73,LR00239,2,C
A73,LR00239,3,C
A73,LR00239,4,C
A73,LR00239,5,C
A73,LR00239,6,S
A73,LR00239,7,O
A73,LR00239,8,O
A73,LR00239,9,N
A73,LR00239,10,C
A73,LR00239,11,C
A73,LR00239,12,C
A73,LR00239,13,C
A73,LR00239,14,C
A73,LR00239,15,C
A73,LR00239,16,C
A73,LR00239,17,N
A73,LR00239,18,C
A73,LR00239,19,O
A73,LR00239,20,C
A73,LR00239,21,C
A73,LR00239,22,C
A73,LR00239,23,C
A73,LR00239,24,C
A73,LR00239,25,C
A73,LR00239,26,O
A73,LR00239,27,C
A73,LR00239,28,C
A73,LR00239,29,C
A73,LR00239,30,C
A73,LR00239,31,C
A73,LR00239,32,C
A73,LR00239,33,C
A73,LR00239,34,C
A73,LR00239,35,O
A73,LR00239,36,O
A73,LR00239,37,C
A73,LR00239,38,C
A73,LR00239,39,C
A74,LR00240,0,C
A74,LR00240,1,O
A74,LR00240,2,C
A74,LR00240,3,C
A74,LR00240,4,C
A74,LR00240,5,C
A74,LR00240,6,S
A74,LR00240,7,O
A74,LR00240,8,O
A74,LR00240,9,N
A74,LR00240,10,C
A74,LR00240,11,C
A74,LR00240,12,C
A74,LR00240,13,C
A74,LR00240,14,C
A74,LR00240,15,C
A74,LR00240,16,C
A74,LR00240,17,N
A74,LR00240,18,C
A74,LR00240,19,O
A74,LR00240,20,C
A74,LR00240,21,C
A74,LR00240,22,C
A74,LR00240,23,C
A74,LR00240,24,C
A74,LR00240,25,C
A74,LR00240,26,O
A74,LR00240,27,C
A74,LR00240,28,C
A74,LR00240,29,C
A74,LR00240,30,C
A74,LR00240,31,C
A74,LR00240,32,C
A74,LR00240,33,C
A74,LR00240,34,C
A74,LR00240,35,O
A74,LR00240,36,O
A74,LR00240,37,C
A74,LR00240,38,C
A74,LR00240,39,C
A74,LR00240,40,C
A74,LR00240,41,C
A75,LR00546,0,C
A75,LR00546,1,C
A75,LR00546,2,C
A75,LR00546,3,N
A75,LR00546,4,C
A75,LR00546,5,O
A75,LR00546,6,C
A75,LR00546,7,N
A75,LR00546,8,C
A75,LR00546,9,C
A75,LR00546,10,N
A75,LR00546,11,C
A75,LR00546,12,C
A75,LR00546,13,N
A75,LR00546,14,C
A75,LR00546,15,C
A75,LR00546,16,C
A75,LR00546,17,C
A75,LR00546,18,C
A75,LR00546,19,C
A75,LR00546,20,C
A75,LR00546,21,O
A75,LR00546,22,C
A75,LR00546,23,C
A75,LR00546,24,C
A75,LR00546,25,N
A75,LR00546,26,C
A75,LR00546,27,C
A75,LR00546,28,C
A75,LR00546,29,C
A75,LR00546,30,N
A75,LR00546,31,C
A75,LR00546,32,C
A75,LR00546,33,C
A75,LR00546,34,C
A75,LR00546,35,C
A75,LR00546,36,C
A75,LR00546,37,N
A75,LR00546,38,O
A75,LR00546,39,C
A75,LR00546,40,C
A75,LR00546,41,C
A75,LR00546,42,C
A75,LR00546,43,C
A75,LR00546,44,C
A75,LR00546,45,C
A76,LR00547,0,C
A76,LR00547,1,C
A76,LR00547,2,C
A76,LR00547,3,C
A76,LR00547,4,N
A76,LR00547,5,C
A76,LR00547,6,O
A76,LR00547,7,C
A76,LR00547,8,N
A76,LR00547,9,C
A76,LR00547,10,C
A76,LR00547,11,N
A76,LR00547,12,C
A76,LR00547,13,C
A76,LR00547,14,N
A76,LR00547,15,C
A76,LR00547,16,C
A76,LR00547,17,C
A76,LR00547,18,C
A76,LR00547,19,C
A76,LR00547,20,C
A76,LR00547,21,C
A76,LR00547,22,O
A76,LR00547,23,C
A76,LR00547,24,C
A76,LR00547,25,C
A76,LR00547,26,N
A76,LR00547,27,C
A76,LR00547,28,C
A76,LR00547,29,C
A76,LR00547,30,C
A76,LR00547,31,N
A76,LR00547,32,C
A76,LR00547,33,C
A76,LR00547,34,C
A76,LR00547,35,C
A76,LR00547,36,C
A76,LR00547,37,C
A76,LR00547,38,N
A76,LR00547,39,O
A76,LR00547,40,C
A76,LR00547,41,C
A76,LR00547,42,C
A76,LR00547,43,C
A76,LR00547,44,C
A76,LR00547,45,C
A76,LR00547,46,C
A77,LR00544,0,C
A77,LR00544,1,C
A77,LR00544,2,N
A77,LR00544,3,C
A77,LR00544,4,S
A77,LR00544,5,C
A77,LR00544,6,C
A77,LR00544,7,C
A77,LR00544,8,C
A77,LR00544,9,C
A77,LR00544,10,C
A77,LR00544,11,N
A77,LR00544,12,C
A77,LR00544,13,O
A77,LR00544,14,C
A77,LR00544,15,C
A77,LR00544,16,C
A77,LR00544,17,O
A77,LR00544,18,C
A77,LR00544,19,N
A77,LR00544,20,C
A77,LR00544,21,O
A77,LR00544,22,C
A77,LR00544,23,N
A77,LR00544,24,C
A77,LR00544,25,O
A77,LR00544,26,C
A77,LR00544,27,F
A77,LR00544,28,C
A77,LR00544,29,C
A77,LR00544,30,C
A77,LR00544,31,C
A77,LR00544,32,C
A77,LR00544,33,S
A77,LR00544,34,C
A77,LR00544,35,C
A77,LR00544,36,C
A77,LR00544,37,C
A77,LR00544,38,C
A77,LR00544,39,C
A77,LR00544,40,N
A77,LR00544,41,C
A77,LR00544,42,C
A77,LR00544,43,O
A77,LR00544,44,C
A77,LR00544,45,C
A77,LR00544,46,C
A77,LR00544,47,C
A77,LR00544,48,C
A77,LR00544,49,C
A78,LR00545,0,C
A78,LR00545,1,C
A78,LR00545,2,N
A78,LR00545,3,C
A78,LR00545,4,S
A78,LR00545,5,C
A78,LR00545,6,C
A78,LR00545,7,C
A78,LR00545,8,C
A78,LR00545,9,C
A78,LR00545,10,C
A78,LR00545,11,N
A78,LR00545,12,C
A78,LR00545,13,O
A78,LR00545,14,C
A78,LR00545,15,C
A78,LR00545,16,C
A78,LR00545,17,O
A78,LR00545,18,C
A78,LR00545,19,N
A78,LR00545,20,C
A78,LR00545,21,O
A78,LR00545,22,C
A78,LR00545,23,N
A78,LR00545,24,C
A78,LR00545,25,O
A78,LR00545,26,C
A78,LR00545,27,F
A78,LR00545,28,C
A78,LR00545,29,C
A78,LR00545,30,C
A78,LR00545,31,C
A78,LR00545,32,C
A78,LR00545,33,S
A78,LR00545,34,C
A78,LR00545,35,C
A78,LR00545,36,C
A78,LR00545,37,C
A78,LR00545,38,C
A78,LR00545,39,C
A78,LR00545,40,N
A78,LR00545,41,C
A78,LR00545,42,C
A78,LR00545,43,O
A78,LR00545,44,C
A78,LR00545,45,C
A78,LR00545,46,C
A78,LR00545,47,C
A78,LR00545,48,C
A78,LR00545,49,C
A79,LR00078,0,C
A79,LR00078,1,C
A79,LR00078,2,N
A79,LR00078,3,N
A79,LR00078,4,C
A79,LR00078,5,N
A79,LR00078,6,C
A79,LR00078,7,C
A79,LR00078,8,C
A79,LR00078,9,C
A79,LR00078,10,C
A79,LR00078,11,C
A79,LR00078,12,N
A79,LR00078,13,N
A79,LR00078,14,C
A79,LR00078,15,C
A79,LR00078,16,C
A79,LR00078,17,C
A79,LR00078,18,C
A79,LR00078,19,C
A79,LR00078,20,C
A79,LR00078,21,N
A79,LR00078,22,C
A79,LR00078,23,C
A79,LR00078,24,C
A79,LR00078,25,C
A79,LR00078,26,C
A79,LR00078,27,C
A79,LR00078,28,C
A79,LR00078,29,C
A79,LR00078,30,C
A79,LR00078,31,C
A79,LR00078,32,N
A79,LR00078,33,C
A79,LR00078,34,C
A79,LR00078,35,C
A79,LR00078,36,C
A79,LR00078,37,O
A79,LR00078,38,N
A79,LR00078,39,C
A79,LR00078,40,O
A79,LR00078,41,C
A79,LR00078,42,O
A79,LR00078,43,C
A79,LR00078,44,C
A79,LR00078,45,C
A79,LR00078,46,C
A79,LR00078,47,C
A79,LR00078,48,C
A79,LR00078,49,C
A79,LR00078,50,C
A79,LR00078,51,C
A79,LR00078,52,C
A79,LR00078,53,Cl
A79,LR00078,54,C
A79,LR00078,55,C
A79,LR00078,56,N
A79,LR00078,57,C
A79,LR00078,58,C
A79,LR00078,59,C
A81,LR00099,0,O
A81,LR00099,1,C
A81,LR00099,2,N
A81,LR00099,3,C
A81,LR00099,4,O
A81,LR00099,5,C
A81,LR00099,6,C
A81,LR00099,7,N
A81,LR00099,8,C
A81,LR00099,9,C
A81,LR00099,10,C
A81,LR00099,11,C
A81,LR00099,12,C
A81,LR00099,13,C
A81,LR00099,14,N
A81,LR00099,15,C
A81,LR00099,16,C
A82,LR00098,0,C
A82,LR00098,1,N
A82,LR00098,2,C
A82,LR00098,3,O
A82,LR00098,4,C
A82,LR00098,5,O
A82,LR00098,6,C
A82,LR00098,7,C
A82,LR00098,8,C
A82,LR00098,9,C
A82,LR00098,10,C
A82,LR00098,11,C
A82,LR00098,12,C
A82,LR00098,13,C
A82,LR00098,14,O
A82,LR00098,15,N
A82,LR00098,16,C
A82,LR00098,17,O
A82,LR00098,18,C
A82,LR00098,19,C
A83,LR00242,0,O
A83,LR00242,1,C
A83,LR00242,2,C
A83,LR00242,3,O
A83,LR00242,4,C
A83,LR00242,5,C
A83,LR00242,6,C
A83,LR00242,7,C
A83,LR00242,8,C
A83,LR00242,9,N
A83,LR00242,10,C
A83,LR00242,11,C
A83,LR00242,12,C
A83,LR00242,13,C
A83,LR00242,14,O
A83,LR00242,15,O
A83,LR00242,16,C
A83,LR00242,17,C
A83,LR00242,18,C
A83,LR00242,19,N
A83,LR00242,20,C
A83,LR00242,21,C
A83,LR00242,22,C
A83,LR00242,23,C
A83,LR00242,24,C
A83,LR00242,25,C
A84,LR00550,0,C
A84,LR00550,1,C
A84,LR00550,2,C
A84,LR00550,3,O
A84,LR00550,4,N
A84,LR00550,5,C
A84,LR00550,6,C
A84,LR00550,7,C
A84,LR00550,8,O
A84,LR00550,9,C
A84,LR00550,10,C
A84,LR00550,11,C
A84,LR00550,12,N
A84,LR00550,13,N
A84,LR00550,14,C
A84,LR00550,15,C
A84,LR00550,16,C
A84,LR00550,17,C
A84,LR00550,18,C
A84,LR00550,19,S
A84,LR00550,20,O
A84,LR00550,21,O
A84,LR00550,22,N
A84,LR00550,23,C
A84,LR00550,24,C
A85,LR00243,0,O
A85,LR00243,1,C
A85,LR00243,2,O
A85,LR00243,3,C
A85,LR00243,4,C
A85,LR00243,5,C
A85,LR00243,6,C
A85,LR00243,7,C
A85,LR00243,8,C
A85,LR00243,9,C
A85,LR00243,10,C
A85,LR00243,11,C
A85,LR00243,12,O
A85,LR00243,13,C
A85,LR00243,14,C
A85,LR00243,15,O
A85,LR00243,16,N
A85,LR00243,17,C
A85,LR00243,18,C
A85,LR00243,19,C
A85,LR00243,20,C
A85,LR00243,21,C
A85,LR00243,22,C
A85,LR00243,23,C
A85,LR00243,24,C
A85,LR00243,25,C
A85,LR00243,26,C
A86,LR00100,0,C
A86,LR00100,1,C
A86,LR00100,2,N
A86,LR00100,3,C
A86,LR00100,4,C
A86,LR00100,5,C
A86,LR00100,6,C
A86,LR00100,7,C
A86,LR00100,8,C
A86,LR00100,9,C
A86,LR00100,10,N
A86,LR00100,11,C
A86,LR00100,12,C
A86,LR00100,13,C
A86,LR00100,14,C
A86,LR00100,15,C
A86,LR00100,16,C
A86,LR00100,17,C
A86,LR00100,18,O
A86,LR00100,19,N
A86,LR00100,20,C
A86,LR00100,21,C
A86,LR00100,22,C
A86,LR00100,23,C
A86,LR00100,24,O
A86,LR00100,25,N
A86,LR00100,26,C
A86,LR00100,27,O
A86,LR00100,28,C
A86,LR00100,29,O
A87,LR00003,0,O
A87,LR00003,1,C
A87,LR00003,2,N
A87,LR00003,3,C
A87,LR00003,4,C
A87,LR00003,5,C
A87,LR00003,6,C
A87,LR00003,7,C
A87,LR00003,8,C
A87,LR00003,9,C
A87,LR00003,10,C
A87,LR00003,11,O
A87,LR00003,12,N
A87,LR00003,13,N
A87,LR00003,14,C
A87,LR00003,15,O
A87,LR00003,16,C
A87,LR00003,17,C
A87,LR00003,18,N
A87,LR00003,19,C
A87,LR00003,20,C
A87,LR00003,21,F
A87,LR00003,22,C
A87,LR00003,23,F
A87,LR00003,24,C
A87,LR00003,25,F
A87,LR00003,26,C
A87,LR00003,27,F
A87,LR00003,28,C
A88,LR00004,0,C
A88,LR00004,1,N
A88,LR00004,2,C
A88,LR00004,3,S
A88,LR00004,4,O
A88,LR00004,5,O
A88,LR00004,6,C
A88,LR00004,7,C
A88,LR00004,8,C
A88,LR00004,9,C
A88,LR00004,10,C
A88,LR00004,11,N
A88,LR00004,12,C
A88,LR00004,13,O
A88,LR00004,14,C
A88,LR00004,15,C
A88,LR00004,16,N
A88,LR00004,17,C
A88,LR00004,18,C
A88,LR00004,19,F
A88,LR00004,20,C
A88,LR00004,21,F
A88,LR00004,22,C
A88,LR00004,23,F
A88,LR00004,24,C
A88,LR00004,25,F
A88,LR00004,26,C
A88,LR00004,27,C
A89,LR00492,0,C
A89,LR00492,1,S
A89,LR00492,2,C
A89,LR00492,3,C
A89,LR00492,4,C
A89,LR00492,5,F
A89,LR00492,6,C
A89,LR00492,7,C
A89,LR00492,8,C
A89,LR00492,9,C
A89,LR00492,10,C
A89,LR00492,11,C
A89,LR00492,12,C
A89,LR00492,13,C
A89,LR00492,14,O
A89,LR00492,15,N
A89,LR00492,16,C
A89,LR00492,17,C
A89,LR00492,18,C
A89,LR00492,19,C
A89,LR00492,20,C
A89,LR00492,21,C
A89,LR00492,22,C
A89,LR00492,23,C
A89,LR00492,24,S
A89,LR00492,25,C
A89,LR00492,26,O
A89,LR00492,27,O
A89,LR00492,28,C
A90,LR00001,0,C
A90,LR00001,1,N
A90,LR00001,2,C
A90,LR00001,3,O
A90,LR00001,4,C
A90,LR00001,5,C
A90,LR00001,6,N
A90,LR00001,7,C
A90,LR00001,8,O
A90,LR00001,9,C
A90,LR00001,10,C
A90,LR00001,11,C
A90,LR00001,12,C
A90,LR00001,13,C
A90,LR00001,14,N
A90,LR00001,15,C
A90,LR00001,16,O
A90,LR00001,17,C
A90,LR00001,18,N
A90,LR00001,19,N
A90,LR00001,20,C
A90,LR00001,21,C
A90,LR00001,22,C
A90,LR00001,23,C
A90,LR00001,24,C
A90,LR00001,25,C
A90,LR00001,26,C
A90,LR00001,27,C
A90,LR00001,28,C
A90,LR00001,29,C
A90,LR00001,30,C
A90,LR00001,31,C
A90,LR00001,32,O
A90,LR00001,33,C
A91,LR00002,0,C
A91,LR00002,1,N
A91,LR00002,2,C
A91,LR00002,3,N
A91,LR00002,4,N
A91,LR00002,5,C
A91,LR00002,6,C
A91,LR00002,7,C
A91,LR00002,8,N
A91,LR00002,9,C
A91,LR00002,10,C
A91,LR00002,11,C
A91,LR00002,12,F
A91,LR00002,13,C
A91,LR00002,14,F
A91,LR00002,15,C
A91,LR00002,16,F
A91,LR00002,17,C
A91,LR00002,18,F
A91,LR00002,19,O
A91,LR00002,20,C
A91,LR00002,21,C
A91,LR00002,22,C
A91,LR00002,23,N
A91,LR00002,24,C
A91,LR00002,25,C
A91,LR00002,26,C
A91,LR00002,27,C
A91,LR00002,28,C
A91,LR00002,29,C
A91,LR00002,30,C
A91,LR00002,31,C
A91,LR00002,32,C
A91,LR00002,33,N
A92,LR00245,0,O
A92,LR00245,1,C
A92,LR00245,2,O
A92,LR00245,3,C
A92,LR00245,4,C
A92,LR00245,5,C
A92,LR00245,6,C
A92,LR00245,7,C
A92,LR00245,8,C
A92,LR00245,9,C
A92,LR00245,10,C
A92,LR00245,11,C
A92,LR00245,12,O
A92,LR00245,13,C
A92,LR00245,14,C
A92,LR00245,15,O
A92,LR00245,16,N
A92,LR00245,17,C
A92,LR00245,18,C
A92,LR00245,19,C
A92,LR00245,20,C
A92,LR00245,21,C
A92,LR00245,22,C
A92,LR00245,23,C
A92,LR00245,24,C
A92,LR00245,25,C
A92,LR00245,26,C
A92,LR00245,27,C
A92,LR00245,28,C
A92,LR00245,29,C
A92,LR00245,30,O
A92,LR00245,31,C
A92,LR00245,32,O
