SMILES,Recruiter_1,Recruiter_2,Recruiter_3,Recruiter_4,Recruiter_5,Recruiter_6,Recruiter_7,Recruiter_8,Recruiter_9,Recruiter_10,Recruiter_11,Recruiter_12,Recruiter_13,Recruiter_14,Recruiter_15,Recruiter_16,Recruiter_17,Recruiter_18,Recruiter_19,Recruiter_20
COC1CN(S(O)(O)N2CCCC2)C1,LR00457,,,,,,,,,,,,,,,,,,,
COC1CSCC1C1CN([C@H]2CCC(O)NC2O)NN1,LR00094,LR00095,,,,,,,,,,,,,,,,,,
COC1CSC[C@H]1C1CN([C@H]2CCC(O)NC2O)NN1,LR00103,,,,,,,,,,,,,,,,,,,
COC1C[C@H](C(N)O)CCC1NC(O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(O)NC3CC(Cl)SC32)[C@H]1C1CCCC(Cl)C1F,LR00296,,,,,,,,,,,,,,,,,,,
COC1NC(C)NC2C1CC[C@H]1[C@H](C)C(O)C(CN)C[C@]21C,LR00171,,,,,,,,,,,,,,,,,,,
COC1NC(N(C)C)NCC1N1NC2C(C1C(C)C)[C@H](C1CCC(CN)CC1)N(C1CC(Cl)CNC1O)C2O,LR00342,LR00347,,,,,,,,,,,,,,,,,,
COC1NCC(C2NC3C(O)N(C4CC(Cl)CN(C)C4O)[C@@H](C4CCC(Cl)CC4)[C@@H]3N2C(C)C)C(OC)N1,LR00329,,,,,,,,,,,,,,,,,,,
COC1NCC(C2NC3C([C@H](C4CCC(Cl)CC4)N([C@@H](C)C4CCCC(Cl)C4)C3O)N2C(C)C)C(OC)N1,LR00348,,,,,,,,,,,,,,,,,,,
COC1NCC([C@@H]2NC3C(O)N(C4CC(Cl)CCC4C)[C@@H](C4CCC(Cl)CC4C)C3N2C(C)C)C(OC)N1,LR00338,,,,,,,,,,,,,,,,,,,
COCC(O)NCC1CCCCC1,LR00455,,,,,,,,,,,,,,,,,,,
COCCCC1NC[C@@H](C(O)N[C@@H](CC(N)O)[C@H]2CCC(F)C(Cl)C2)[C@H]1C1CCC(Cl)CC1F,LR00138,,,,,,,,,,,,,,,,,,,
COCCNC(O)CCC1NCC(C(O)N[C@@H](CC(N)O)[C@H]2CC[C@@H](F)C(Cl)C2)C1C1CCC(Cl)CC1F,LR00136,,,,,,,,,,,,,,,,,,,
COCCOC1CC(Cl)CCC1[C@H](C)NC(O)[C@@H]1C[C@@H](O)CN1[C@H](O)[C@H](C(C)C)C1CC(C)NO1,LR00530,,,,,,,,,,,,,,,,,,,
COCCOCCOC1C[C@@H]([C@@H](C(C)C)[C@@H](O)N2C[C@H](O)C[C@H]2C(O)N[C@@H](C)C2CCC([C@@H]3SCNC3C)CC2)ON1,LR00541,,,,,,,,,,,,,,,,,,,
COCCO[C@@H]1CC(C2SCNC2C)CC[C@H]1CNC(O)[C@@H]1C[C@@H](O)CN1C(O)[C@H](C(C)C)[C@@H]1CC(C)NO1,LR00532,,,,,,,,,,,,,,,,,,,
COCCO[C@@H]1C[C@H](C2SCNC2C)CC[C@H]1[C@H](C)NC(O)[C@@H]1C[C@@H](O)CN1C(O)[C@H](C(C)C)[C@@H]1CC(C)NO1,LR00531,,,,,,,,,,,,,,,,,,,
COC[C@@H](C)C1NC2CC([C@@H]3NOC(O)N3)NC(C3CNCC(Cl)C3)C2N1[C@H](C)[C@H]1CC[C@H](C)CC1,LR00364,,,,,,,,,,,,,,,,,,,
COC[C@H]1C[NH2+][C@H](C)CN1CC(O)N1CC(C)(C)C2CNC(CC3CCCCC3)CC21,LR00577,,,,,,,,,,,,,,,,,,,
COC[C@H]1C[NH2+][C@H](C)CN1CC(O)N1CC(C)(C)C2CNC(Cl)CC21,LR00578,,,,,,,,,,,,,,,,,,,
COC[C@H]1C[NH2+][C@H](C)CN1CC(O)N1CC(C)(C)C2NCC(CC3CCCCC3)CC21,LR00580,,,,,,,,,,,,,,,,,,,
CO[C@@H]1CC(N)CC[C@@H]1[C@H](O)N[C@H]1CC[C@H](O)NC1O,LR00069,,,,,,,,,,,,,,,,,,,
CO[C@H](O)C1CCC(CNC(O)[C@@H]2C[C@@H](O)CN2[C@H](O)CC2CC(C)NO2)CC1,LR00497,,,,,,,,,,,,,,,,,,,
CO[C@H]1CN(C[C@H]2CNCS2)CC[C@H]1C,LR00453,,,,,,,,,,,,,,,,,,,
CS(O)(O)C1NCCN1CC1CSCN1,LR00397,,,,,,,,,,,,,,,,,,,
CS(O)(O)CC1NC2CCCCC2N1,LR00435,,,,,,,,,,,,,,,,,,,
CS(O)(O)NCC1CCNCC1,LR00437,,,,,,,,,,,,,,,,,,,
CS(O)(O)NCCC1CCC(F)CC1,LR00388,,,,,,,,,,,,,,,,,,,
CS(O)(O)NCCC1CCCCC1,LR00448,,,,,,,,,,,,,,,,,,,
CS(O)(O)N[C@H]1CCOC2(CCCC2)C1,LR00473,,,,,,,,,,,,,,,,,,,
CS[C@@H]1CC(F)CC[C@H]1C1CCC(C(O)NCC2CCCCC2)C(S(C)(O)O)C1,LR00492,,,,,,,,,,,,,,,,,,,
C[C@@H](C1CCC(Cl)CC1)N1CNC(C2CCCCC2)C1[C@@H]1C2CCC(Cl)CC2NC1C(O)NCCN1CCN(C2CCCCC2)CC1,LR00346,,,,,,,,,,,,,,,,,,,
C[C@@H](NC1NC(C(O)O)NC2NC(C3CCC4SCCC4C3)N(CC3CCC(Cl)CC3)C21)C1CC1,LR00362,,,,,,,,,,,,,,,,,,,
C[C@@H](NS(C)(O)O)C1CCCCC1Cl,LR00474,,,,,,,,,,,,,,,,,,,
C[C@@H](O)C1CNN(C2CCCC2)C1,LR00436,,,,,,,,,,,,,,,,,,,
C[C@@H]1C(Cl)CCC2C1NC[C@@H]2C[C@@H]1N[C@H](O)N(C[C@H]2CCC(F)C(F)C2)C1O,LR00273,LR00274,,,,,,,,,,,,,,,,,,
C[C@@H]1C(O)C(CN)C[C@]2(C)C3NN(C)C(C4CCCNC4)C3CC[C@@H]12,LR00172,,,,,,,,,,,,,,,,,,,
C[C@@H]1C(O)N(C)CCN1[C@H]1SCNC1S(O)(O)C1CCCCC1Cl,LR00237,,,,,,,,,,,,,,,,,,,
C[C@@H]1C(O)N(C)CCN1[C@H]1SCN[C@H]1S(O)(O)[C@H]1CCCC[C@@H]1CN,LR00238,,,,,,,,,,,,,,,,,,,
C[C@@H]1CCC([C@@H](NC(O)[C@@H](F)C2CCC(Cl)CC2)[C@@H](C)C(O)O)C[C@H]1OCC(C)(C)CN,LR00234,,,,,,,,,,,,,,,,,,,
C[C@@H]1CN(C(O)C2CNSN2)[C@H](C)CO1,LR00465,,,,,,,,,,,,,,,,,,,
C[C@@H]1CN(CC(O)N2CC(C)(C)C3CCC(Cl)CC32)CC[NH2+]1,LR00575,,,,,,,,,,,,,,,,,,,
C[C@@H]1CN(CC(O)N2CC(C)(C)C3NC(CO)C(CC4CCC(F)CC4)CC32)[C@@H](CN2CCOC[C@H]2C)C[NH2+]1,LR00584,,,,,,,,,,,,,,,,,,,
C[C@@H]1CN(CC(O)N2CC(C)(C)C3NCC(CC4CCC(F)CC4)CC32)[C@@H](CN2CC3CCCCC3C2O)C[NH2+]1,LR00587,,,,,,,,,,,,,,,,,,,
C[C@@H]1CN(CC(O)N2CC(C)(C)C3NCC(CC4CCC(F)CC4)CC32)[C@@H](CN2CCOC[C@H]2C)C[NH2+]1,LR00582,LR00601,,,,,,,,,,,,,,,,,,
C[C@@H]1CN(CC(O)N2CC(C)(C)C3NCC(CC4CCCCC4)CC32)[C@@H](C(O)N2CCOCC2)C[NH2+]1,LR00581,,,,,,,,,,,,,,,,,,,
C[C@@H]1CN(CC(O)N2CC(C)(C)C3NCC(CC4CCCCC4)CC32)[C@@H](CN2CCCC2O)C[NH2+]1,LR00583,,,,,,,,,,,,,,,,,,,
C[C@@H]1CN(CC(O)N2CC(C)(C)C3NCC([C@@H](O)C4CCC(F)CC4)CC32)[C@@H](CN2[C@H](C)COC[C@H]2C)C[NH2+]1,LR00586,,,,,,,,,,,,,,,,,,,
C[C@@H]1CN(CC(O)N2CCC3CCCCC32)CC[NH2+]1,LR00573,,,,,,,,,,,,,,,,,,,
C[C@@H]1CN(CC(O)N2CCC3CNC(Cl)CC32)CC[NH2+]1,LR00576,,,,,,,,,,,,,,,,,,,
C[C@@H]1CN(CC(O)N2CCCC2)CC[NH2+]1,LR00574,,,,,,,,,,,,,,,,,,,
C[C@H](CS(N)(O)O)C1CCCCC1,LR00414,,,,,,,,,,,,,,,,,,,
C[C@H](N)C1NC(C(O)N2CCC[C@H]2C(O)N[C@@H](CC2CNC3CCCCC23)C(O)O)CO1,LR00557,,,,,,,,,,,,,,,,,,,
C[C@H](NC(O)C1CC1)C1CCCNC1,LR00456,,,,,,,,,,,,,,,,,,,
C[C@H](O)N1C[C@H](O)C[C@H]1C(O)NCC1CCC(C2CNCO2)CC1,LR00502,,,,,,,,,,,,,,,,,,,
C[C@H](OC1CCC(C2CCCCC2)CC1)C([O-])O,LR00441,,,,,,,,,,,,,,,,,,,
C[C@H]([NH3+])C(O)NC1CCCC(N)N1,LR00572,,,,,,,,,,,,,,,,,,,
C[C@H]1CCCN(CC2CC(C(F)(F)F)C3NN(C4CCCC([C@]5(C)CCNC(O)C5)C4)C(O)N3C2)C1,LR00115,,,,,,,,,,,,,,,,,,,
C[C@H]1CCCN(CC2CC(C(F)(F)F)C3NN(C4CCCC([C@]5(C6NNCN6C)C[C@@H](C)C5)C4)C(O)N3C2)C1,LR00114,,,,,,,,,,,,,,,,,,,
C[C@H]1CC[C@H](CN2C3[C@H]([C@H]4CNC[C@H](Cl)C4)NC([C@@H]4NOC(O)N4)C[C@H]3N[C@H]2N2CCO[C@@H]3CCC[C@H]32)CC1,LR00363,,,,,,,,,,,,,,,,,,,
C[C@H]1NC(C2CCC3C(C2)CC(O)N3C)CS1,LR00493,,,,,,,,,,,,,,,,,,,
C[C@H]1N[C@@](C)(C2CCC(Cl)CC2)[C@@](C)(C2CCC(Cl)CC2)N1C(O)N1CCN(CCCS(C)(O)O)CC1,LR00286,,,,,,,,,,,,,,,,,,,
C[C@]1(CC(O)O)C[C@H](C2CCCC(Cl)C2)[C@@H](C2CCC(Cl)CC2)N([C@H](CS(O)(O)N2CCCC2)C2CC2)C1O,LR00311,,,,,,,,,,,,,,,,,,,
C[C@]1(O)C[C@@H](NC2NCCCC2F)C1,LR00393,,,,,,,,,,,,,,,,,,,
ClC1CCC(C2(C3C[C@@H]4CCCCC4C4NCCN43)CC2)CC1,LR00128,LR00129,,,,,,,,,,,,,,,,,,
FC1CCC(NC2CCOCC2)NC1,LR00416,,,,,,,,,,,,,,,,,,,
FC1CCCC(N2CCC[C@@H](NC3CC(N4CCOCC4)NCN3)C2)C1,LR00117,,,,,,,,,,,,,,,,,,,
FC1CCCCC1[C@@H]1CC2CCCCC2C2NCCN21,LR00120,LR00121,LR00122,LR00123,LR00124,,,,,,,,,,,,,,,
NC(O)C[C@H](NC(O)C1CNC(CCC(O)N2CCCCC2)C1C1CCC(Cl)CC1F)[C@H]1CC[C@@H](F)C(Cl)C1,LR00139,,,,,,,,,,,,,,,,,,,
NC(O)C[C@H](NC(O)[C@@H]1CN[C@@H](C2CNN(CC[NH+]3CCOCC3)C2)[C@@H]1C1CCC(Cl)C[C@H]1F)[C@H]1CCC(F)C(Cl)C1,LR00141,,,,,,,,,,,,,,,,,,,
NC(O)N1CCN(C(O)C2CCCO2)CC1,LR00450,,,,,,,,,,,,,,,,,,,
NC(O)N1CCN(C2CCC(F)CC2)CC1,LR00431,,,,,,,,,,,,,,,,,,,
NC(O)[C@@H](N)CC1CNCN1,LR00265,,,,,,,,,,,,,,,,,,,
NC(O)[C@H]1CC[C@H]1C(O)N1CCC2C(OCCO)CCCC2[C@H]1CN1C(O)C2CCCCC2C1O,LR00190,,,,,,,,,,,,,,,,,,,
NC(S)NC1CCCCC1OC(F)(F)F,LR00420,,,,,,,,,,,,,,,,,,,
NC1CCC(C(O)N[C@H]2CCC(O)NC2O)C(Cl)C1,LR00066,,,,,,,,,,,,,,,,,,,
NC1CCC(C[C@H](N)C(O)O)CC1,LR00568,,,,,,,,,,,,,,,,,,,
NC1CCC(S(O)(O)NC2CCCCN2)CC1,LR00429,,,,,,,,,,,,,,,,,,,
NC1CCC2C(C1)C(O)N([C@H]1CC(O)NC1O)C2O,LR00031,,,,,,,,,,,,,,,,,,,
NC1CCCC(SC[C@H]2CCC(O)NC2O)C1,LR00053,,,,,,,,,,,,,,,,,,,
NC1CCCC2C1C(O)N([C@H]1CCC(O)NC1O)C2O,LR00008,LR00011,LR00013,LR00026,LR00027,LR00042,LR00060,LR00063,LR00081,LR00086,LR00087,,,,,,,,,
NC1CCCC2C1CN([C@H]1CCC(O)N[C@@H]1O)C2O,LR00007,LR00009,LR00014,LR00020,LR00079,LR00097,,,,,,,,,,,,,,
NC1CC[C@@H]([C@H](O)N[C@H]2CCC(O)NC2O)[C@H](C(F)(F)F)C1,LR00067,,,,,,,,,,,,,,,,,,,
NC1CC[C@H]([C@H](O)N[C@H]2CC[C@H](O)NC2O)C(O)C1,LR00070,,,,,,,,,,,,,,,,,,,
NC1C[C@H](C2CCCC(OC3CCC(Cl)CC3)C2)CN1,LR00125,,,,,,,,,,,,,,,,,,,
NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O[C@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O,LR00379,LR00380,,,,,,,,,,,,,,,,,,
NCC1CCC(N2CCN(CC3CCC(COC4CCCC5C4CN([C@H]4CCC(O)NC4O)C5O)CC3)CC2)C(F)C1,LR00055,LR00056,LR00057,LR00058,LR00077,LR00080,,,,,,,,,,,,,,
NC[C@H]1OCCC2SCCC21,LR00210,,,,,,,,,,,,,,,,,,,
NNNCCOC1CCC(C[C@H](N)C(O)O)CC1,LR00566,,,,,,,,,,,,,,,,,,,
NS(O)(O)C1CCC(S(O)(O)NC2CCCC3C(Cl)CNC23)CC1,LR00145,LR00146,LR00147,,,,,,,,,,,,,,,,,
NS(O)(O)C1CCCCC1,LR00179,,,,,,,,,,,,,,,,,,,
NS(O)(O)C1CCCCC1OC(F)F,LR00478,,,,,,,,,,,,,,,,,,,
N[C@@H](CO)CC1CNC2CC(F)CCC12,LR00341,,,,,,,,,,,,,,,,,,,
N[C@@H]1CCC2C(O[SH](O)O)CCCC21,LR00590,,,,,,,,,,,,,,,,,,,
N[C@@H]1SNNC1C1CCCCC1,LR00256,LR00593,,,,,,,,,,,,,,,,,,
N[C@H](CO)C1CCCCC1,LR00257,LR00589,LR00594,,,,,,,,,,,,,,,,,
N[C@H](CO)CC1CCCC(C(F)(F)F)C1,LR00368,,,,,,,,,,,,,,,,,,,
N[C@H](CO)CC1CNC2C[C@H](Cl)CCC12,LR00261,LR00262,LR00263,LR00334,,,,,,,,,,,,,,,,
N[C@H](CO)CCCCNCS,LR00331,LR00332,,,,,,,,,,,,,,,,,,
N[C@H](CO)C[C@H]1CC[C@@H](C[PH](O)(O)O)CC1,LR00264,,,,,,,,,,,,,,,,,,,
N[C@H](O)C[C@H](NC(O)[C@@H]1CNNC1C1CCC(Cl)CC1F)[C@H]1CC[C@@H](F)C(Cl)C1,LR00119,,,,,,,,,,,,,,,,,,,
N[C@H](O)C[C@H](NC(O)[C@@H]1CNN[C@@H]1C1CCCCC1F)[C@H]1CCCC(Cl)C1,LR00118,,,,,,,,,,,,,,,,,,,
OC(C1CC1)N1CCN(C(O)C2CCCO2)CC1,LR00402,,,,,,,,,,,,,,,,,,,
OC(C1CC1)N1CCN(C2CCC(F)CC2)CC1,LR00469,,,,,,,,,,,,,,,,,,,
OC(C1CNNC1)N1CCCC1,LR00479,,,,,,,,,,,,,,,,,,,
OC(CN1CCCC1O)NC1NCCS1,LR00407,,,,,,,,,,,,,,,,,,,
OC(CN1CC[NH2+]CC1)N1CCCCC1,LR00571,,,,,,,,,,,,,,,,,,,
OC(CNC[C@H]1CC2CCCCC2N1)N[C@H]1CC[C@@H](C2NC3CCCCC3N2)CC1,LR00152,,,,,,,,,,,,,,,,,,,
OC(COC(F)F)N1C[C@H]2CCC[C@H]2C1,LR00471,,,,,,,,,,,,,,,,,,,
OC(COC1CCCC(N2CCC(C(O)O)CC2)C1)NC1CCCCC1,LR00242,,,,,,,,,,,,,,,,,,,
OC(COC1CCCCC1)NC1CCCCC1,LR00241,,,,,,,,,,,,,,,,,,,
OC(NC1CC1)C1CCC2OCOC2C1,LR00409,,,,,,,,,,,,,,,,,,,
OC(NCC1CCC(Cl)CC1)[C@@H]1C[C@@H](O)CN1C(O)C1CCCCC1Cl,LR00500,,,,,,,,,,,,,,,,,,,
OC(NCCN1CCOCC1)C1NC2CC(Cl)CCC2[C@H]1[C@H]1C(C2CCCCC2)NCN1CC1CCC(Cl)CC1,LR00277,,,,,,,,,,,,,,,,,,,
OC(N[C@@H](C(O)O)C1CCCCC1)C1CCCC2C(O)C3CCCCC3C12,LR00215,,,,,,,,,,,,,,,,,,,
OC(N[C@H]1C[C@H](O)N[C@H]1O)[C@@H]1C(Cl)CC(Cl)C[C@H]1Cl,LR00039,,,,,,,,,,,,,,,,,,,
OC(O)C1CC(F)C(Cl)NC1Cl,LR00211,,,,,,,,,,,,,,,,,,,
OC(O)C1CCC([C@H]2C[C@H]3[C@@H](N2)[C@H]([C@@H]2CCC[C@H](Cl)[C@H]2F)[C@]2(C(O)N[C@@H]4CC(Cl)CC[C@H]42)N3CC2CC2)CC1,LR00326,,,,,,,,,,,,,,,,,,,
OC(O)C1CCCC[C@H]1C(O)N[C@H]1CC[C@H](O)N[C@@H]1O,LR00028,,,,,,,,,,,,,,,,,,,
OC(O)C1CNN(C2CCC[C@@H](NS(O)(O)C3CCCCC3)C2)C1C1CC1,LR00198,,,,,,,,,,,,,,,,,,,
OC(O)CCC(O)NCCCCCCO[C@H](O)[C@@H]1NC2CC(Cl)CCC2[C@H]1[C@H]1[C@H]([C@H]2CC[C@H](F)CC2)NCN1CC1CCC(Cl)CC1,LR00321,LR00322,,,,,,,,,,,,,,,,,,
OC(O)CCC1CCC2CCC(OCC(O)NC3CCCCCC3)CC2C1,LR00243,,,,,,,,,,,,,,,,,,,
OC(O)CN([C@H]1CCC[C@@H](N2NCC(C(O)O)[C@@H]2[C@H]2C[C@@H]2C2CCCCC2)C1)S(O)(O)C1CCCCC1,LR00206,,,,,,,,,,,,,,,,,,,
OC(O)CN([C@H]1CCC[C@H](N2NC[C@H](C(O)O)[C@H]2C2CC2)C1)S(O)(O)C1CCCCC1,LR00201,,,,,,,,,,,,,,,,,,,
OC(O)CN1C(O)C2CC(C(O)O)CCC2[C@@H]1O,LR00157,,,,,,,,,,,,,,,,,,,
OC(O)CN1C(O)C2CCCCC2[C@@H]1O,LR00156,,,,,,,,,,,,,,,,,,,
OC(O)CN1CC[C@H]2[C@@H]1[C@H](C1CCCC(Cl)C1)[C@@]1(C3CC[C@H](Cl)CC3N[C@@H]1O)N2CC1CC1,LR00324,,,,,,,,,,,,,,,,,,,
OC(O)CNC(O)C1CCCC2C(O)C3CCCCC3C12,LR00214,,,,,,,,,,,,,,,,,,,
OC(O)COC1CCC(F)CC1,LR00438,,,,,,,,,,,,,,,,,,,
OC(O)COC1CCCC(CNC(O)NC2NNC(C3CCCO3)O2)C1,LR00158,LR00159,,,,,,,,,,,,,,,,,,
OC(O)COCC1CCCCC1,LR00482,,,,,,,,,,,,,,,,,,,
OC(O)C[C@@H](C1CCC2CCC(OCC(O)NC3CCCCC3)CC2C1)C1CCC2OCCOC2C1,LR00247,,,,,,,,,,,,,,,,,,,
OC(O)C[C@@H](C1CCC2CCC(OCC(O)NC3CCCCC3)CC2C1)C1CCC2OCOC2C1,LR00245,LR00246,,,,,,,,,,,,,,,,,,
OC(O)C[C@@H](C1CCC2CCC(OCC(O)NC3CCCCCC3)CC2C1)C1CCC2OCCOC2C1,LR00248,,,,,,,,,,,,,,,,,,,
OC(O)[C@@H]1CCCC[C@H]1C(O)N1CCC2CCCCC2[C@H]1CN1C(O)C2CCCCC2C1O,LR00161,,,,,,,,,,,,,,,,,,,
OC(O)[C@@H]1NC2CC(Cl)CCC2[C@H]1[C@H]1C(C2CCCCC2)NCN1CC1CCC(Cl)CC1,LR00269,,,,,,,,,,,,,,,,,,,
OC(O)[C@@](O)(C1CCCCC1)C1CCCC1,LR00209,,,,,,,,,,,,,,,,,,,
OC(O)[C@H](C1CCC(Cl)CC1)N1C(O)C2CC(I)CCC2NC(O)[C@@H]1C1CCC(Cl)CC1,LR00260,,,,,,,,,,,,,,,,,,,
OC(O)[C@H]1CCCC[C@H]1C(O)N1CCC2CCCCC2[C@H]1CN1CC2CCCCC2C1O,LR00167,,,,,,,,,,,,,,,,,,,
OC(O)[C@H]1CCCN([C@H](O)CC2CCC(F)CC2)C1,LR00442,,,,,,,,,,,,,,,,,,,
OC(O)[C@H]1CNN(C2CCCCC2)[C@@H]1C1CC1,LR00197,,,,,,,,,,,,,,,,,,,
OC([C@H]1CCC2OCOC2C1)N1CCCCCC1,LR00466,,,,,,,,,,,,,,,,,,,
OC1C2CCCCC2C(O)N1C[C@@H]1C2CCCCC2CCN1C(O)[C@@H]1CCCC[C@@H]1C1NNNN1,LR00165,,,,,,,,,,,,,,,,,,,
OC1CCC2C(C1)C(O)N([C@H]1CCC(O)NC1O)C2O,LR00045,,,,,,,,,,,,,,,,,,,
OC1CCN(C2CNC3CC(CN[C@@H](O)[C@@H]4C[C@@H]5CCCCC5CN4S(O)(O)CC4CCCCC4)CCN32)C(O)N1,LR00101,,,,,,,,,,,,,,,,,,,
OC1CCN([C@@H]2CNC3C4OCC5(CCNCC5)C4CCN32)C(O)N1,LR00106,,,,,,,,,,,,,,,,,,,
OC1CC[C@@H](N2C(O)[C@@H]3CCCC[C@H]3[C@@H]2O)[C@H](O)N1,LR00025,,,,,,,,,,,,,,,,,,,
OC1CC[C@H](CS(O)(O)C2CCCCC2)C(O)N1,LR00054,,,,,,,,,,,,,,,,,,,
OC1CC[C@H](N2C(O)C3CCC(N4CCOCC4)CC3C2O)C(O)N1,LR00082,LR00083,,,,,,,,,,,,,,,,,,
OC1CC[C@H](N2C(O)C3CCCCC3C2O)[C@@H](O)N1,LR00006,LR00010,LR00012,LR00016,LR00017,LR00018,LR00019,LR00023,LR00024,LR00029,LR00032,LR00033,LR00034,LR00035,LR00036,LR00037,LR00040,LR00044,LR00050,LR00065
OC1CC[C@H](N2CC3C(OCC4CCC(CN5CCOCC5)CC4)CCCC3C2O)C(O)N1,LR00022,LR00048,LR00059,LR00085,,,,,,,,,,,,,,,,
OC1CC[C@H](N2CC3CC(C4CCN(CC5CCCCC5)CC4)CC[C@@H]3C2O)C(O)N1,LR00052,LR00061,,,,,,,,,,,,,,,,,,
OC1CC[C@H](N2CC3CC(CNC(O)C(F)(F)C4CCC(Cl)CC4)CCC3C2O)C(O)N1,LR00043,,,,,,,,,,,,,,,,,,,
OC1CC[C@H](N2CC3CC(NC4NOC5CCCCC45)CCC3C2O)C(O)N1,LR00062,,,,,,,,,,,,,,,,,,,
OC1CC[C@H](N2CC3C[C@@H](C4(O)CCN(CC5CCCCC5)CC4)CCC3C2O)[C@@H](O)N1,LR00110,,,,,,,,,,,,,,,,,,,
OC1CC[C@H](N2CC3C[C@H]([C@@H]4CC(CN5CCCC5)C5CCN(C6COC6)C5N4)CCC3C2O)C(O)N1,LR00108,,,,,,,,,,,,,,,,,,,
OC1CC[C@H](N2C[C@H]3C4OCC5(CCN(CC6CCCCC6)CC5)[C@@H]4CC[C@@H]3[C@H]2O)[C@@H](O)N1,LR00092,,,,,,,,,,,,,,,,,,,
OC1CC[C@H](N2C[C@H]3CC([C@H]4CC(CN5CCCC5)C5CCNC5N4)CCC3C2O)C(O)N1,LR00104,,,,,,,,,,,,,,,,,,,
OC1CC[C@H](N2NC3CCCCC3N2)C(O)N1,LR00047,,,,,,,,,,,,,,,,,,,
OC1CC[C@H]([C@H]2CCCC(C3CCCCC3)C2Cl)C(O)N1,LR00102,,,,,,,,,,,,,,,,,,,
OC1CC[C@]2(CC(C3CCC(Cl)CC3Cl)NO2)[C@H](O)N1,LR00073,,,,,,,,,,,,,,,,,,,
OC1CC[C@]2(CC(C3CCCCC3Cl)NO2)[C@H](O)N1,LR00072,,,,,,,,,,,,,,,,,,,
OC1CN(C(C2CCCCC2)C2CCCCC2)C1,LR00391,,,,,,,,,,,,,,,,,,,
OC1CN(CC2CCCCC2)CC(O)N1,LR00480,,,,,,,,,,,,,,,,,,,
OC1C[C@H](NC(O)OCC2CCCCC2)C(O)N1,LR00038,,,,,,,,,,,,,,,,,,,
OC1C[C@H](NC(O)[C@@H]2CC(N(O)O)CC[C@H]2C(O)O)C(O)N1,LR00030,,,,,,,,,,,,,,,,,,,
OC1NC[C@H]2[C@@H]1[C@H](C1CCCC(Cl)C1F)[C@]1(C(O)NC3CC(Cl)CCC31)N2CC1CC1,LR00340,,,,,,,,,,,,,,,,,,,
OC1N[C@@H](O)CCN1C1CCC2CCNC2C1,LR00099,,,,,,,,,,,,,,,,,,,
OC1N[C@@H](O)CC[C@@H]1N1C(O)C2CCCC(NCC3CCC(CN4CC(N5CCOCC5)C4)CC3F)C2C1O,LR00113,,,,,,,,,,,,,,,,,,,
OC1N[C@H](C2CCCCC2)C(O)N1N[C@H](O)[C@H]1CNC2C(F)C(F)C(F)C(F)C21,LR00003,,,,,,,,,,,,,,,,,,,
OC1N[C@H](O)CC[C@@H]1N1CC2C3OCC4(CCNCC4)C3CC[C@@H]2[C@@H]1O,LR00105,,,,,,,,,,,,,,,,,,,
OCC1CCC(N2CCCC2)CC1,LR00528,,,,,,,,,,,,,,,,,,,
OCC1CN(C2CCC(Cl)CC2)NN1,LR00421,,,,,,,,,,,,,,,,,,,
OCCC[C@H]1CN([C@@H]2CN[C@H](CO)C2)NN1,LR00567,,,,,,,,,,,,,,,,,,,
OCCOC1CCCC2C1CCN(C(O)[C@@H]1CCCC[C@@H]1C(O)O)[C@@H]2CN1C(O)C2CCCCC2C1O,LR00189,,,,,,,,,,,,,,,,,,,
OC[C@H]1O[C@@H](N2CCC(O)NC2O)C[C@@H]1O,LR00015,,,,,,,,,,,,,,,,,,,
OS(O)(NC1CCC[C@H](N2NC[C@H](C3NNNN3)[C@H]2C2CC2)C1)C1CCCCC1,LR00203,,,,,,,,,,,,,,,,,,,
OS1(O)CCN(CC2CCCO2)CC1,LR00459,,,,,,,,,,,,,,,,,,,
O[C@@H](N1CCOCC1)N1CCCC(F)C1,LR00458,,,,,,,,,,,,,,,,,,,
O[C@@H](NC1CC1)[C@@H]1CNN2CCCNC12,LR00396,,,,,,,,,,,,,,,,,,,
O[C@@H](NS(O)(O)[C@@H]1CCC(Br)S1)[C@H]1CC[C@@H](Cl)C[C@H]1Cl,LR00144,,,,,,,,,,,,,,,,,,,
O[C@@H]1N[C@@H](O)CC[C@]12CC([C@H]1CCCCC1N(O)O)NO2,LR00074,,,,,,,,,,,,,,,,,,,
O[C@@H]1O[C@](O)(CC2CCC(Cl)CC2)[C@H](C2CNC3CC(Cl)CCC32)C1CC1CCC(Cl)CC1,LR00314,,,,,,,,,,,,,,,,,,,
O[C@H](C1CSNN1)N1CCOCC1,LR00405,LR00406,,,,,,,,,,,,,,,,,,
O[CH2][Re@OH25]([CH2]O)([CH2]O)([N]1CCNC1)[N]1CCNC1,LR00540,LR00549,,,,,,,,,,,,,,,,,,
O[CH2][Re@OH28]([OH])([CH2]O)([CH2]O)[N]1CCNC1,LR00539,LR00548,,,,,,,,,,,,,,,,,,
[O-]C(O)CCC1CCC(Cl)CC1,LR00173,,,,,,,,,,,,,,,,,,,
